set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
dark_prophecies,137,The Void,Advantage,Character,U,,,Mark Poole,,,,,,,,,"Pay any ability symbol from a target character you control to play this card on the target. While participating in a challenge, the target rolls an additional die for each different ability he is rolling in the challenge. As an event, discard this card to remove a point of damage from the target.","Blank your mind. Empty it of hate or fear, of everything.",,
dark_prophecies,138,The Younglings,Troop,,U,Aes Sedai,,Ron Walotsky,,,,,,1,3,1,"If you control Gawyn, this troop has no cost. If this troop is participating in the Tar Valon contested advantage, it additionally generates [support][support][opposition][opposition] when it rolls its dice.","Young, as indeed all the Younglings were, many did not need to shave beyond every third day, and a few still only pretended even that.",,
dark_prophecies,143,Under One Banner,Advantage,Player,C,,,Ed Beard,,,,,,,,,"While participating in the Last Battle, your starting character gains +1 to all non-zero abilities for each different allegiance possessed by your characters and troops.","This land was ours, and it will be ours again...",,
dark_prophecies,144,United Front,Event,,C,,,Tina Druce-Hoffman,,1,,,,,,,Play during the Coming to Grips step of a challenge. Add either [support][support][support] or [opposition][opposition][opposition] to the challenge.,The true Dragon Reborn will not need to gather a following before nations move against him. He will begin with a nation around him and an army at his back.,,
dark_prophecies,145,War of Attrition,Challenge,,C,,,Steve Snyder,,,,,,,,,"Target a player. For each 2 by which this challenge succeeds, the target must move 1 card from the top of his deck to his discard pile.","The thickening tentacles of fog swung uncertainly for a moment, then struck like vipers.",,
dark_prophecies,146,War Party,Troop,,U,Aiel,,Steve Snyder,,,,,,,7,3,"This troop may not rotate to heal. As a limited event, pay [combat][combat] to remove 1 point of damage from this troop.","Half a mile to right and left Taardad appeared, running in time to their song in two wide columns, spears ready, faces veiled, seemingly endless columns rolling toward the mountains.",,
dark_prophecies,149,Whitecloak Spy,Character,,U,Children of the Light,,David Monette,,,2,1,,,,,"This card may only be recruited with ability symbols with the Children of the Light allegiance. If any player has 4 or more pattern, you may rotate and kill Whitecloak Spy to target a character that was recruited this turn. The target is returned to its owner's hand and cannot be recruited this turn or next turn.","The only unsmiling face he saw was on a man huddled by one of the fireplaces, and that fellow had a scar that crossed his whole face from one temple to the opposite jaw, giving his nose a slant and drawing the corner of his mouth down.",,
children_of_the_dragon,2,Aan'allein,Character,,R1,Aes Sedai,"Borderland,Malkier",Ed Beard,1,,3,,,,5,,"There must be 10 or more total Pattern in the game to play this card. Replace Lan Mandragoran. Remove 1 point of damage from this character at the start of the Draw Round. When this character rotates to heal, remove up to 3 damage from him. Shuffle this card from your hand into your deck to search your deck for Lan Mandragoran and place him in your hand.",The last of the Malkieri.,,
children_of_the_dragon,17,Birgitte,Character,,R1,Aes Sedai,"Warder,Bonded to Elayne Trakand,Hero of the Horn,Light Nature",Steve Snyder,,,3,,,,4,3,"If you control Elayne, you may recruit this character as if she had the Dragon allegiance. When recruited, search your hand or deck for a Longbow, and place it on Birgitte for no cost. Symbols generated by this character may not be used to recruit. When Birgitte is placed in a killed pile, she is instead shuffled back into her owner's deck.","Her blue eyes fastened on him purposefully, and her face fixed itself in determination.",,
children_of_the_dragon,33,Couladin Car'a'carn,Character,,R1,Aiel,"Car'a'carn,Dark Nature",Matt Cavotta,3,,3,,,,4,,"You must be a Villain player and there must be 10 or more total Pattern in the game to play this card. Replace Couladin. While this character is participating in a challenge, all Aiel characters and troops you control participating in the same challenge roll an additional Combat die when they roll their Combat dice. Remove up to 3 damage from this character when he rotates to heal. Shuffle this card from your hand into your deck to search your deck for Couladin and place him in your hand.","He raised his Dragon marked arms again. ""These make me holy!""",,
children_of_the_dragon,46,Erim,Character,,R2,Aiel,Clan Chief of the Chareen Aiel,Ran Ackels,2,,,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. Once per turn, target a card you control. No opponent may target that card with cards or card effects this turn.","...from Erim, ""Rand al'Thor is He Who Comes With the Dawn.""",,
children_of_the_dragon,63,Indirian,Character,,R2,Aiel,Clan Chief of the Codarra Aiel,Chris Arneson,2,,1,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. Once per turn, if Indirian is participating in a challenge, rotate a Multiple Monster participating in the same challenge for no effect.","His cheekbones stood out sharp, and his eyes were emeralds...",,
children_of_the_dragon,83,Mandelain,Character,,R2,Aiel,Clan Chief of the Daryne Aiel,Jim Houston,3,,,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. If Mandelain is the only character you control participating in a challenge, he cannot be assigned damage, and any [damage] generated by him is negated.","Mandelain adjusted the patch over his eye, the way he did when he wanted a moment to think.",,
children_of_the_dragon,13,Bael,Character,,R2,Aiel,Clan Chief of the Goshien Aiel,Ron Walotsky,3,,2,,,,4,4,You must control Chief's Chair or Ji'e'toh to recruit this character. This character loses 1 from each printed ability for each non-starting character and troop you control which has an allegiance other than Aiel.,"His dark reddish hair was graying, too; there were no young men among clan chiefs.",,
children_of_the_dragon,142,Timolan,Character,,R2,Aiel,Clan Chief of the Miagoma Aiel,Dennis Calero,2,,2,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. While participating in a challenge, if no opponent has characters participating in that challenge, all [damage] rolled by Timolan are converted into troop damage.","When Timolan was young as a chief, he tried to unite the clans and failed.",,
children_of_the_dragon,18,Bruan,Character,,R2,Aiel,Clan Chief of the Nakai Aiel,Larry Elmore,2,,1,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. While Bruan is the target of an advantage, he additionally generates [support][opposition][combat][damage] when he rolls his dice.",Bruan's oddly placid manner belied his battle skills.,,
children_of_the_dragon,40,Dhearic,Character,,R2,Aiel,Clan Chief of the Reyn Aiel,Tina Druce-Hoffman,2,,,,,,4,4,You must control Chief's Chair or Ji'e'toh to recruit this character. You may kill Dhearac while he is participating in a challenge to remove 1 point of damage from all Aiel characters you control.,His blue eyes were filled with contempt.,,
children_of_the_dragon,66,Jheran,Character,,R2,Aiel,Clan Chief of the Shaarad Aiel,Ron Walotsky,2,,,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. Once per turn, as a limited event, discard a card from your hand and target Jheran to have him generate [combat][combat].","Slender as a blade is slender, his light brown hair heavily streaked with gray he was always calm now...",,
children_of_the_dragon,65,Janwin,Character,,R2,Aiel,Clan Chief of the Shiande Aiel,Michael Phillippi,2,,1,,,,4,4,You must control Chief's Chair or Ji'e'toh to recruit this character. Rotate Janwin to move any number of characters you control with the Aiel allegiance from your homefront to the battleground.,Janwin's creased face could have been carved from old wood...,,
children_of_the_dragon,56,Han,Character,,R2,Aiel,Clan Chief of the Tomanelle Aiel,Tony Moseley,2,,,,,,4,4,"You must control Chief's Chair or Ji'e'toh to recruit this character. Whenever a Clan Chief you control rotates to heal, he generates [combat].","Han ... with a face like creased leather, glared murderously. He was a prickly man at best...",,
children_of_the_dragon,116,Shaido Aiel,Troop,,R2,Aiel,Dark Nature,Matt Cavotta,,,,,,,7,4,"May only be recruited by a Villain player. This troop gains +2 Combat if you control a Car'a'carn. During the Ready Round, remove 1 damage from this troop.",Throw every last spear against them...,,
